is_match,type,title_l,title_r,score,nums_l,nums_r,num_jaccard,num_mismatch,risk_score
,ORGANIZATION,Client,Clients,0.9231,,,1.0,False,6.352
,ORGANIZATION,TFMC,TechnpFMC,0.9474,,,1.0,False,6.349
,ORGANIZATION,TECHNIPFMC UMBILICALS LTD,"TechnipFMC Umbilicals, Inc.",0.9767,,,1.0,False,6.294
,BODY_PART,right hand,hand,1.0,,,1.0,False,6.293
,INJURY_TYPE,injuries,injured,0.8571,,,1.0,False,6.281
,EQUIPMENT,ROV,ROV’s,0.8571,,,1.0,False,6.216
,EQUIPMENT,ROV,ROV's,0.8571,,,1.0,False,6.209
,LOCATION,ground,ground 0,0.8571,,0,0.0,False,6.158
,BODY_PART,left hand,hands,1.0,,,1.0,False,6.12
,EQUIPMENT,palet,pallet,0.9091,,,1.0,False,6.062
,BODY_PART,left hand,left  hand,1.0,,,1.0,False,6.052
,BODY_PART,finger,fingeren,0.8571,,,1.0,False,5.992
,ORGANIZATION,TECHNIP FMC,TechnpFMC,0.9,,,1.0,False,5.99
,EQUIPMENT,train 2,Train 1,0.8571,2,1,0.0,True,5.972
,BODY_PART,right hand,hands,1.0,,,1.0,False,5.966
,BODY_PART,Knee,kneet,0.8889,,,1.0,False,5.945
,LOCATION,Building 3,Building 6,0.9,3,6,0.0,True,5.944
,LOCATION,station 1,station 4,0.8889,1,4,0.0,True,5.934
,ORGANIZATION,TECHNIP FMC,Technip PMC,0.9091,,,1.0,False,5.899
,EQUIPMENT,equipamento,equipment,0.9,,,1.0,False,5.89
,BODY_PART,right hand,right  hand,1.0,,,1.0,False,5.889
,ORGANIZATION,VELESSTROY,Velesstroi,0.9,,,1.0,False,5.883
,BODY_PART,middle finger,finger,1.0,,,1.0,False,5.883
,ORGANIZATION,WOODSIDE ENERGY LTD.,"WOODSIDE ENERGY, LTD.",0.9677,,,1.0,False,5.88
,ORGANIZATION,EXXON MOBILE,EXXONMOBIL,0.9091,,,1.0,False,5.879
,ORGANIZATION,VELESSTROY,Velestsroy,0.9,,,1.0,False,5.86
,LOCATION,station 1,station 0,0.8889,1,0,0.0,True,5.833
,LOCATION,station 1,Station 3,0.8889,1,3,0.0,True,5.833
,LOCATION,station 1,station 6,0.8889,1,6,0.0,True,5.833
,ORGANIZATION,EXXON MOBIL,EXXONMOBIL,0.9524,,,1.0,False,5.823
,BODY_PART,finger,index finger,1.0,,,1.0,False,5.805
,LOCATION,level 1,Level 2,0.8571,1,2,0.0,True,5.79
,LOCATION,station 1,Station 9,0.8889,1,9,0.0,True,5.779
,LOCATION,station 1,Station 2,0.8889,1,2,0.0,True,5.779
,ORGANIZATION,PETRONAS,Petrogas,0.875,,,1.0,False,5.774
,ORGANIZATION,PETRONAS,Petrobas,0.875,,,1.0,False,5.774
,LOCATION,Building 3,Building 1,0.9,3,1,0.0,True,5.773
,LOCATION,Area 1,Area 51,0.9231,1,51,0.0,True,5.765
,ORGANIZATION,"TechnipFMC Umbilicals, Inc.",TechnipFMC Umbilicals (TU) Ltd,0.875,,,1.0,False,5.754
,ORGANIZATION,"TECHNIPFMC USA, INC.","TECHNIP USA, INC.",0.8889,,,1.0,False,5.749
,LOCATION,building 14,Building 15,0.9091,14,15,0.0,True,5.742
,INJURY_TYPE,injuries,minor injuries,1.0,,,1.0,False,5.727
,ORGANIZATION,"TechnipFMC Umbilicals, Inc.",Technip Umbilical,0.8718,,,1.0,False,5.722
,LOCATION,station 1,station 5,0.8889,1,5,0.0,True,5.722
,BODY_PART,left foot,foot,1.0,,,1.0,False,5.714
,LOCATION,zObsolete - Greece,Greece,1.0,,,1.0,False,5.714
,LOCATION,Area 81,Area 1,0.9231,81,1,0.0,True,5.713
,LOCATION,workshop,Workshop 1,0.8889,,1,0.0,False,5.709
,LOCATION,station 1,stations 10,0.9,1,10,0.0,True,5.708
,LOCATION,station 1,station #16,0.9,1,16,0.0,True,5.708
,LOCATION,Building 3,Building 7,0.9,3,7,0.0,True,5.708
,LOCATION,level 3,level 1,0.8571,3,1,0.0,True,5.706
,INJURY_TYPE,injuries,superficial injuries,1.0,,,1.0,False,5.697
,LOCATION,workshop,Workshop-3,0.8889,,3,0.0,False,5.693
,LOCATION,workshop,Workshop B,0.8889,,,1.0,False,5.693
,LOCATION,workshop,workshop A,0.8889,,,1.0,False,5.693
,LOCATION,workshop,Workshop 2,0.8889,,2,0.0,False,5.693
,INJURY_TYPE,injuries,slight injuries,1.0,,,1.0,False,5.69
,LOCATION,workshop,workshop F,0.8889,,,1.0,False,5.685
,LOCATION,workshop,workshop 6,0.8889,,6,0.0,False,5.685
,LOCATION,workshop,workshop H,0.8889,,,1.0,False,5.685
,LOCATION,Building 71,Building 15,0.9091,71,15,0.0,True,5.682
,LOCATION,Building 15,Building 16,0.9091,15,16,0.0,True,5.682
,BODY_PART,eye,right eye,1.0,,,1.0,False,5.68
,EQUIPMENT,ROV,ROVs,1.0,,,1.0,False,5.677
,BODY_PART,right foot,foot,1.0,,,1.0,False,5.663
,LOCATION,level 5,level 1,0.8571,5,1,0.0,True,5.662
,LOCATION,station 1,station 8,0.8889,1,8,0.0,True,5.662
,LOCATION,Building 3,Building 15,0.8571,3,15,0.0,True,5.662
,EQUIPMENT,Train 1,Train 3,0.8571,1,3,0.0,True,5.662
,LOCATION,Area 1,Area 19,0.9231,1,19,0.0,True,5.659
,INJURY_TYPE,laceration,lacerating,0.9,,,1.0,False,5.644
,BODY_PART,eye,left eye,1.0,,,1.0,False,5.642
,LOCATION,quayside,quaysite,0.875,,,1.0,False,5.64
,LOCATION,Building 3,Building 2,0.9,3,2,0.0,True,5.639
,EQUIPMENT,ROV XLX 94,ROV XLX 93,0.9,94,93,0.0,True,5.639
,BODY_PART,ring finger,finger,1.0,,,1.0,False,5.617
,ORGANIZATION,"TECHNIPFMC USA, INC.",TechnipFMC Subsea,0.875,,,1.0,False,5.61
,BODY_PART,finger,Right Index Finger,1.0,,,1.0,False,5.609
,LOCATION,Area 1,Area 13,0.9231,1,13,0.0,True,5.602
,LOCATION,Area 1,Area 31,0.9231,1,31,0.0,True,5.602
,LOCATION,Area 1,Area 14,0.9231,1,14,0.0,True,5.602
,BODY_PART,lower back,low back,0.8889,,,1.0,False,5.599
,LOCATION,station 1,Station 7,0.8889,1,7,0.0,True,5.597
,EQUIPMENT,ROV XLX94,ROV XLX74,0.8889,94,74,0.0,True,5.597
,BODY_PART,finger,left index finger,1.0,,,1.0,False,5.595
,ORGANIZATION,MIDDLE EAST OIL REFINERY - MIDOR,MIDDLE EAST OIL REFINERY (MIDOR),0.9375,,,1.0,False,5.595
,BODY_PART,fingers,finger,1.0,,,1.0,False,5.583
,LOCATION,level 4,level 1,0.8571,4,1,0.0,True,5.567
,LOCATION,quayside,quay side,0.9412,,,1.0,False,5.551
,ORGANIZATION,ASIAFLEX PRODUCTS SDN. BHD.,ASIAFLEX PRODUCTS SDN BHD,0.9615,,,1.0,False,5.55
,LOCATION,area 2,area 72,0.9231,2,72,0.0,True,5.542
,LOCATION,area 2,Area 20,0.9231,2,20,0.0,True,5.542
,LOCATION,area 2,Area 23,0.9231,2,23,0.0,True,5.542
,EQUIPMENT,ROV XLX94,ROV xlx93,0.8889,94,93,0.0,True,5.528
,ORGANIZATION,"TECHNIPFMC USA, INC.",TechnipFMC HSEA,0.8667,,,1.0,False,5.527
,EQUIPMENT,excavator,Excavator 07,0.8571,,07,0.0,False,5.527
,EQUIPMENT,excavator,EXCAVATOR-01,0.8571,,01,0.0,False,5.527
,BODY_PART,eye,eyes,1.0,,,1.0,False,5.521
,BODY_PART,finger,left ring finger,1.0,,,1.0,False,5.521
,EQUIPMENT,PPE,PPE’s,0.8571,,,1.0,False,5.52
,LOCATION,level 3,Level 2,0.8571,3,2,0.0,True,5.515
,LOCATION,level 0,level 1,0.8571,0,1,0.0,True,5.515
,LOCATION,Area 105,Area 1,0.8571,105,1,0.0,True,5.515
,BODY_PART,right middle finger,finger,1.0,,,1.0,False,5.509
,BODY_PART,finger,left middle finger,1.0,,,1.0,False,5.505
,LOCATION,warehouse,warehouse 2,0.9,,2,0.0,False,5.5
,LOCATION,warehouse,warehouse 3,0.9,,3,0.0,False,5.489
,BODY_PART,middle finger,index finger,1.0,,,1.0,False,5.489
,ORGANIZATION,level 3 clinic,level 2 clinic,0.9286,3,2,0.0,True,5.487
,LOCATION,Building 6,Building 1,0.9,6,1,0.0,True,5.485
,BODY_PART,middle finger,fingeren,0.8571,,,1.0,False,5.484
,BODY_PART,finger,right ring finger,1.0,,,1.0,False,5.476
,LOCATION,building 85,Building 15,0.9091,85,15,0.0,True,5.474
,LOCATION,Building 3,Building 113,0.9091,3,113,0.0,True,5.474
,LOCATION,Building 15,building 11,0.9091,15,11,0.0,True,5.474
,LOCATION,Bay 5,Bay 15,0.9091,5,15,0.0,True,5.474
,LOCATION,Bay 5,Bay 57,0.9091,5,57,0.0,True,5.474
,BODY_PART,Knee,right knee,1.0,,,1.0,False,5.472
,LOCATION,station 1,station 10,0.9474,1,10,0.0,True,5.47
,INJURY_TYPE,contusion,mild concusion,0.8889,,,1.0,False,5.464
,INJURY_TYPE,contusion,confusion,0.8889,,,1.0,False,5.464
,EQUIPMENT,crane 1,Crane 2,0.8571,1,2,0.0,True,5.461
,LOCATION,Area P11,Area 1,0.8571,11,1,0.0,True,5.461
,LOCATION,level 5,Level 2,0.8571,5,2,0.0,True,5.461
,LOCATION,Building 3,building 14,0.8571,3,14,0.0,True,5.461
,LOCATION,Building 15,Building 6,0.8571,15,6,0.0,True,5.461
,BODY_PART,finger,left finger,1.0,,,1.0,False,5.46
,BODY_PART,right finger,finger,1.0,,,1.0,False,5.46
,BODY_PART,Knee,left knee,1.0,,,1.0,False,5.455
,BODY_PART,ankle,right ankle,1.0,,,1.0,False,5.455
,EQUIPMENT,ROV XLX94,ROV XLX43,0.8889,94,43,0.0,True,5.454
,LOCATION,station 4,Station 3,0.8889,4,3,0.0,True,5.454
,LOCATION,station 4,station 0,0.8889,4,0,0.0,True,5.454
,LOCATION,station 6,station 4,0.8889,6,4,0.0,True,5.454
,LOCATION,bridge,bride,0.9091,,,1.0,False,5.452
,LOCATION,level 15,level 1,0.9333,15,1,0.0,True,5.44
,ORGANIZATION,"TECHNIPFMC USA, INC.",TechnipFMC UK,0.8571,,,1.0,False,5.431
,BODY_PART,finger,middle fingers,1.0,,,1.0,False,5.429
,BODY_PART,finger,right finger ring,1.0,,,1.0,False,5.425
,BODY_PART,finger,index fingers,1.0,,,1.0,False,5.425
,BODY_PART,finger,Ring fingers,1.0,,,1.0,False,5.425
,BODY_PART,finger,middle right finger,1.0,,,1.0,False,5.421
,BODY_PART,finger,left fingers,1.0,,,1.0,False,5.421
,BODY_PART,finger,Right index  finger,1.0,,,1.0,False,5.421
,EQUIPMENT,train 2,Train 3,0.8571,2,3,0.0,True,5.404
,LOCATION,Area 1,Area P16,0.8571,1,16,0.0,True,5.404
,LOCATION,Building 3,Building 16,0.8571,3,16,0.0,True,5.404
,LOCATION,Building 3,Building 71,0.8571,3,71,0.0,True,5.404
,LOCATION,area 2,Area E02,0.8571,2,02,0.0,True,5.404
,LOCATION,Level 6,level 1,0.8571,6,1,0.0,True,5.404
,LOCATION,workshop,work shop,0.9412,,,1.0,False,5.4
,LOCATION,Train 1 area,Train 2 area,0.9167,1,2,0.0,True,5.398
